USVI,FGB,PR,DT,Temp,Salinity,CalcDensity,CRMTA,SampleDensity,TA1,TA2,MeanTA,TACorrection,TA1pH,TA2pH,MeanTApH,CO2,CorrectedCO2,Label
0,0,0,1,31.8,35.9,1.017215126,2238.04,1.023946913,2422.7,2423.6,2423.15,2368.470349,8.206,8.198,8.202,2033.98,2047.962394,1
0,0,0,1,31.6,35.9,1.017066675,2238.04,1.024053897,2425.7,2426,2425.85,2370.859701,8.214,8.215,8.2145,2033.98,2046.865911,1
0,0,0,1,30.9,36,1.016509375,2221.75,1.024083775,2435.2,2433.5,2434.35,2376.914472,8.232,8.229,8.2305,2033.98,2049.729746,1
0,0,0,1,32.1,36.5,1.017209077,2238.04,1.024431236,2435.3,2432.3,2433.8,2377.747555,8.297,8.232,8.2645,2033.98,2044.515385,1
0,0,0,1,32.1,36.2,1.017323751,2238.04,1.024356739,2445.9,2442.3,2444.1,2387.975425,8.23,8.227,8.2285,2033.98,2061.73771,1
0,0,0,1,30.4,36.8,1.015833697,2238.04,1.024750004,2435.8,2432.8,2434.3,2377.496455,8.232,8.216,8.224,2033.98,2052.235272,1
0,0,0,1,31.8,36.2,1.017101127,2238.04,1.024219709,2401.6,2403.5,2402.55,2347.727178,8.254,8.249,8.2515,2033.98,2005.941118,1
0,0,0,1,31.4,36.2,1.016804353,2238.04,1.02429603,2376.1,2374.4,2375.25,2320.899943,8.247,8.244,8.2455,2033.98,1983.398541,0
0,0,1,0,28.8,33.3,1.015945133,2221.75,1.021983203,2402.9,2403.8,2403.35,2354.136469,8.225,8.23,8.2275,2033.98,2022.417958,1
0,0,1,0,29.2,33.2,1.016278452,2221.75,1.021862117,2394.5,2395.6,2395.05,2346.292702,8.245,8.242,8.2435,2033.98,2003.959539,1
0,0,1,0,29.1,33.5,1.016096372,2221.75,1.022088481,2400.2,2398.9,2399.55,2350.176366,8.237,8.234,8.2355,2033.98,2006.10933,1
0,0,1,0,28.6,33.3,1.015796416,2221.75,1.021952799,2393.6,2394.2,2393.9,2344.959431,8.234,8.228,8.231,2033.98,2000.645592,1
0,0,1,0,28.6,33.4,1.015760569,2222.75,1.022013022,2397.1,2396.2,2396.65,2347.512167,8.245,8.239,8.242,2033.98,2007.29738,1
0,0,1,0,28.7,32.8,1.016049002,2221.75,1.021575558,2388.5,2388.9,2388.7,2340.73427,8.228,8.228,8.228,2033.98,2005.875312,1
0,0,1,0,28.7,33.2,1.01590656,2221.75,1.021877342,2393.5,2391,2392.25,2343.517727,8.247,8.234,8.2405,2033.98,2009.481063,1
0,0,1,0,28.9,33.4,1.01598362,2221.75,1.022043478,2386.2,2388.8,2387.5,2338.489634,8.228,8.228,8.228,2033.98,2001.61542,1
0,0,1,0,29,31.9,1.016588854,2221.75,1.020911906,2352.1,2350.4,2351.25,2305.571376,8.205,8.212,8.2085,2033.98,1985.29204,0
0,0,1,0,29.6,32.6,1.016789826,2221.75,1.021409504,2292.9,2292.1,2292.5,2246.93083,8.212,8.213,8.2125,2033.98,1931.497391,0
0,0,1,0,29.1,32.6,1.016417548,2221.75,1.021439857,2331.3,2327.1,2329.2,2282.793808,8.191,8.191,8.191,2033.98,1969.698282,1
0,0,1,0,28.6,32.9,1.0159391,2221.75,1.021635792,2369.9,2372.6,2371.25,2323.515959,8.211,8.213,8.212,2033.98,1996.148547,0
0,0,1,0,29.1,32.3,1.01652333,2221.75,1.021213568,2351.9,2352.9,2352.4,2306.017167,8.199,8.194,8.1965,2033.98,1980.104081,1
0,0,1,0,29.2,33.2,1.016278452,2221.75,1.021892548,2378.3,2379,2378.65,2330.174253,8.211,8.23,8.2205,2033.98,2002.997925,1
0,0,1,0,29.2,32.8,1.016421098,2221.75,1.021590737,2359.4,2359.9,2359.65,2312.263482,8.21,8.205,8.2075,2033.98,1985.922972,0
0,0,1,0,28.8,32.4,1.016264759,2221.75,1.02127384,2349.5,2353.1,2351.3,2315.766445,8.221,8.221,8.221,2033.98,1981.659302,0
0,0,1,0,28.8,32.7,1.016158857,2221.75,1.021500122,2348.9,2347.9,2348.4,2312.417474,8.237,8.238,8.2375,2033.98,1971.640668,0
0,0,1,0,29,32.5,1.016378426,2221.75,1.021364423,2344,2343.3,2343.65,2308.072275,8.237,8.237,8.237,2033.98,1969.650762,0
0,0,1,0,28.8,32.7,1.016158857,2221.75,1.021575791,2352.1,2354.7,2353.4,2317.141586,8.235,8.235,8.235,2033.98,1979.675132,0
0,0,1,0,28.7,32.7,1.016084435,2221.75,1.021500122,2351.5,2350.6,2351.05,2315.011698,8.242,8.23,8.236,2033.98,1980.692239,0
0,0,1,0,28.9,32.6,1.016268665,2221.75,1.021470131,2335.5,2337.7,2336.6,2300.932995,8.223,8.227,8.225,2033.98,1967.854481,0
0,0,1,0,29.1,32.5,1.01645288,2221.75,1.021364423,2315.6,2318.1,2316.85,2281.832864,8.228,8.223,8.2255,2033.98,1950.855512,0
0,0,1,0,28.9,32.6,1.016268665,2221.75,1.021470131,2304.8,2302.5,2303.65,2268.675566,8.221,8.215,8.218,2033.98,1948.263778,0
0,0,1,0,29.3,32.4,1.016637082,2221.75,1.021304127,2322.1,2320.5,2321.3,2286.32396,8.229,8.23,8.2295,2033.98,1959.278133,0
0,0,1,0,29.1,32.6,1.016417548,2221.75,1.021439857,2314.4,2315.1,2314.75,2279.609421,8.216,8.216,8.216,2033.98,1957.538488,0
0,0,1,0,29.1,31.1,1.016939987,2221.75,1.02030878,2307.2,2305.1,2306.15,2273.692788,8.221,8.224,8.2225,2033.98,1955.709845,0
0,0,1,0,29.5,31.6,1.017065879,2221.75,1.020670602,2318.6,2315.3,2316.95,2283.472821,8.232,8.23,8.231,2033.98,1948.760303,0
0,0,1,0,29.1,31.7,1.016732959,2221.75,1.020745992,2307.6,2307.1,2307.35,2273.900274,8.252,8.242,8.247,2033.98,1939.581677,0
0,0,1,0,28.8,32.3,1.016299917,2221.75,1.021213568,2346.4,2345.2,2345.8,2310.516579,8.221,8.224,8.2225,2033.98,1983.51385,0
0,0,1,0,28.8,32.4,1.016264759,2221.75,1.021288993,2357.2,2353.7,2355.45,2319.795776,8.23,8.23,8.23,2033.98,1978.578577,0
0,0,1,0,29,32.3,1.016448855,2221.75,1.021213568,2346.5,2347.4,2346.95,2311.64269,8.318,8.329,8.3235,2033.98,1915.944902,0
0,0,1,0,28.6,32.3,1.016150995,2221.75,1.021213568,2358.8,2355.1,2356.95,2321.434961,8.219,8.226,8.2225,2033.98,1983.247649,0
0,0,1,0,28.7,32.4,1.016190306,2221.75,1.021288993,2367,2370.7,2368.85,2332.91645,8.23,8.224,8.227,2033.98,1990.064614,0
0,0,1,0,28.8,32.4,1.016264759,2221.75,1.021334336,2369.8,2368.5,2369.15,2333.107209,8.24,8.233,8.2365,2033.98,1984.084491,0
0,0,1,0,29.3,32.1,1.016742497,2221.75,1.021062729,2384.5,2383.3,2383.9,2348.169983,8.211,8.208,8.2095,2033.98,2014.066958,1
0,0,1,0,28.9,32.6,1.016268665,2221.75,1.021439857,2367.1,2367.6,2367.35,2331.105356,8.231,8.233,8.232,2033.98,1978.787046,0
